v1,v2
spam,FREE entry into our å£250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
ham,"\CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDåÕS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.\"""""
spam,"URGENT!! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins"
ham,Call me when u finish then i come n pick u.
ham,So what do you guys do.
ham,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time..."
ham,Okey dokey swashbuckling stuff what oh.
ham,Have you not finished work yet or something?
ham,I'm freezing and craving ice. Fml
ham,Nothin comes to my mind. ÌÏ help me buy hanger lor. Ur laptop not heavy?
ham,"Haha yeah, 2 oz is kind of a shitload"
ham,Aight do you still want to get money
ham,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar
ham,Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?
spam,"Latest Nokia Mobile or iPOD MP3 Player +å£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.å£1,50/Mtmsgrcvd18+"
ham,I uploaded mine to Facebook
ham,Tmr timin still da same wat cos i got lesson until 6...
ham,Send to someone else :-)
ham,I am late. I will be there at
ham,Correct. So how was work today
spam,"You've won tkts to the EURO2004 CUP FINAL or å£800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm"
ham,Thanx but my birthday is over already.
ham,DonÛ÷t give a flying monkeys wot they think and I certainly donÛ÷t mind. Any friend of mine and all that!
ham,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)"
spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs
ham,Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.
ham,"Lets use it next week, princess :)"
spam,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl
ham,HAPPY NEW YEAR MY NO.1 MAN
ham,Leave it wif me lar... ÌÏ wan to carry meh so heavy... Is da num 98321561 familiar to Ì_?
spam,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
ham,Your dad is back in ph?
ham,Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...
ham,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...
ham,Auntie huai juan never pick up her phone
ham,Really dun bluff me leh... U sleep early too. Nite...
spam,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX"
ham,I just saw ron burgundy captaining a party boat so yeah
ham,Cant think of anyone with * spare room off * top of my head
ham,YO YO YO BYATCH WHASSUP?
ham,So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!
ham,"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. "
spam,PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04
ham,Also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week I have a new bong &gt;:(
ham,Would really appreciate if you call me. Just need someone to talk to.
ham,"I hav almost reached. Call, i m unable to connect u."
ham,Hui xin is in da lib.
ham,"Haha awesome, omw back now then"
ham,He's just gonna worry for nothing. And he won't give you money its no use.
ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us"
ham,meet you in corporation st outside gap Û_ you can see how my mind is working!
ham,"\Happy valentines day\"" I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st..."""
ham,Sac needs to carry on:)
spam,"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription"
ham,I'm going 2 orchard now laready me reaching soon. U reaching?
ham,Howz that persons story
ham,In meeting da. I will call you
ham,Oh ok i didnt know what you meant. Yep i am baby jontin
ham,"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter"
ham,That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?
ham,my ex-wife was not able to have kids. Do you want kids one day?
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
ham,Now got tv 2 watch meh? U no work today?
spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN å£100 Cash WKENT/150P16+
ham,No messages on her phone. I'm holding it now
ham,Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply
ham,Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am
ham,Up to Ì_... ÌÏ wan come then come lor... But i din c any stripes skirt...
ham,I'm fine. Hope you are also
ham,I come n pick Ì_ up... Come out immediately aft ur lesson...
ham,Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.
ham,Why didn't u call on your lunch?
ham,Still i have not checked it da. . .
ham,"That day Ì_ say Ì_ cut ur hair at paragon, is it called hair sense? Do Ì_ noe how much is a hair cut? "
ham,"Call me da, i am waiting for your call."
ham,ÌÏ neva tell me how i noe... I'm not at home in da aft wat... 
ham,Got it. Seventeen pounds for seven hundred ml ÛÒ hope ok.
ham,Sorry sent blank msg again. Yup but trying 2 do some serious studying now.
ham,S:)but he had some luck.2 catches put down:)
ham,Okay lor... Will they still let us go a not ah? Coz they will not know until later. We drop our cards into the box right?
ham,"Haha figures, well I found the piece and priscilla's bowl"
ham,I borrow ur bag ok.
ham,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?
ham,Dip's cell dead. So i m coming with him. U better respond else we shall come back.
ham,I liked the new mobile
ham,We got a divorce. Lol. She.s here
ham,I'm gonna rip out my uterus.
ham,Get ready to put on your excellent sub face :)
ham,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:)
ham,Sindu got job in birla soft ..
ham,"There're some people by mu, I'm at the table by lambda"
spam,Urgent! Please call 09061213237 from landline. å£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+
ham,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing 
ham,Are you the cutest girl in the world or what
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
ham,Everybody had fun this evening. Miss you.
ham,If I was I wasn't paying attention
ham,When Ì_ login dat time... Dad fetching Ì_ home now?
ham,U sure u can't take any sick time?
ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD"
ham,Much better now thanks lol
spam,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)"
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
ham,In work now. Going have in few min.
ham,I remain unconvinced that this isn't an elaborate test of my willpower
ham,Some are lasting as much as 2 hours. You might get lucky.
ham,thanks for the temales it was wonderful. Thank. Have a great week.
ham,"Do 1 thing! Change that sentence into: \Because i want 2 concentrate in my educational career im leaving here..\"""""
ham,"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; ."
ham,I dun believe u. I thk u told him.
ham,I am going to film 2day da. At 6pm. Sorry da.
ham,PICK UR FONE UP NOW U DUMB?
ham,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance.."""
spam,You are a winner you have been specially selected to receive å£1000 cash or a å£2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p
spam,Ur TONEXS subscription has been renewed and you have been charged å£4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*
ham,Then. You are eldest know.
ham,"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer."
ham,Keep my payasam there if rinu brings
ham,"\CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X\"""""
ham,Take us out shopping and Mark will distract Isaiah.=D
ham,Wat u doing there?
ham,Hey i will be late ah... Meet you at 945+
ham,"Erm Û_ ill pick you up at about 6.45pm. That'll give enough time to get there, park and that."
spam,"Congratulations! Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate."
ham,Pls send me your address sir.
ham,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard"
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327"
ham,Lol now I'm after that hot air balloon!
ham,Yeah confirmed for you staying at  that weekend
ham,That day you asked about anand number. Why:-)
ham,I dunno until when... Lets go learn pilates...
ham,Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!
ham,Tell where you reached
ham,Hi here. have birth at on the  to  at 8lb 7oz. Mother and baby doing brilliantly.
ham,Did u turn on the heater? The heater was on and set to &lt;#&gt; degrees.
ham,Lol you won't feel bad when I use her money to take you out to a steak dinner =D
ham,"'An Amazing Quote'' - \Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....\"""""
ham,I'm in class. Will holla later
ham,"Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?"
ham,"Customer place, i wil cal u sir."
ham,Ok no prob...
ham,Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish 
ham,"Sorry to trouble u again. Can buy 4d for my dad again? 1405, 1680, 1843. All 2 big 1 small, sat n sun. Thanx."
ham,Ok ok take care. I can understand.
spam,We currently have a message awaiting your collection. To collect your message just call 08718723815.
ham,I'm fine. Hope you are good. Do take care.
ham,oh ya... Got hip hop open. Haha i was thinking can go for jazz then zoom to cine... Actually tonight i'm free leh... And there's a kb lesson tonight
ham,I've told him that i've returned it. That should i re order it.
ham,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8
ham,Umma my life and vava umma love you lot dear
ham,A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol
ham,"sir, you will receive the account no another 1hr time. Sorry for the delay."
ham,I think chennai well settled?
ham,Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.
ham,"I love you !!! You know? Can you feel it? Does it make your belly warm? I wish it does, my love ... I shall meet you in your dreams, Ahmad ... *adoring kiss*"
ham,En chikku nange bakra msg kalstiya..then had tea/coffee?
ham,great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt;#&gt;  times per night :)
